Rank,Title,Type,Issn,SJR,SJR Best Quartile,H index,Total Docs. (2014),Total Docs. (3years),Total Refs.,Total Cites (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Country,Categories
3396,International Journal of Technology Intelligence and Planning,journal,ISSN 17402832,0.299,Q2,12,9,67,440,37,67,0.5,48.89,United Kingdom,Information Systems and Management (Q2); Management Information Systems (Q3); Management of Technology and Innovation (Q3)
3397,Hague Journal on the Rule of Law,journal,"ISSN 18764045, 18764053",0.299,Q2,13,24,64,1437,57,57,0.79,59.88,United Kingdom,Law (Q2)
3398,Property Management,journal,ISSN 02637472,0.299,Q3,14,24,102,921,49,93,0.45,38.38,United Kingdom,"Tourism, Leisure and Hospitality Management (Q3)"
3399,Journal of Industrial and Production Engineering,journal,"ISSN 21681023, 21681015",0.299,Q2,18,50,151,1558,93,149,0.52,31.16,United Kingdom,Industrial and Manufacturing Engineering (Q2); Control and Systems Engineering (Q3)
3400,Research in Comparative and International Education,journal,ISSN 17454999,0.299,Q3,10,32,106,1212,41,102,0.37,37.88,United Kingdom,Education (Q3)
3401,Museum Management and Curatorship,journal,"ISSN 09647775, 18729185",0.299,Q1,21,30,104,1110,53,89,0.66,37,United Kingdom,"Visual Arts and Performing Arts (Q1); Business and International Management (Q2); Tourism, Leisure and Hospitality Management (Q3)"
3402,International Journal of Vehicle Autonomous Systems,journal,"ISSN 17415306, 14710226",0.299,Q2,19,18,53,400,36,52,0.64,22.22,United Kingdom,Automotive Engineering (Q2); Electrical and Electronic Engineering (Q2); Control and Systems Engineering (Q3)
3403,IET Software,journal,"ISSN 17518806, 17518814",0.299,Q3,34,28,127,900,171,122,1.27,32.14,United Kingdom,Computer Graphics and Computer-Aided Design (Q3)
3404,International Journal of Heavy Vehicle Systems,journal,"ISSN 17415152, 1744232X",0.298,Q2,16,21,66,406,32,66,0.44,19.33,United Kingdom,Automotive Engineering (Q2); Mechanical Engineering (Q3)
3405,"Medicine, Science and the Law",journal,ISSN 00258024,0.298,Q2,28,54,177,875,106,155,0.45,16.2,United Kingdom,"Law (Q2); Health Policy (Q3); Issues, Ethics and Legal Aspects (Q3)"
3406,Journal of Southeast European and Black Sea Studies,journal,ISSN 14683857,0.297,Q1,9,31,93,1605,39,89,0.38,51.77,United Kingdom,History (Q1); Political Science and International Relations (Q2)
3407,Norsk Geografisk Tidsskrift,journal,"ISSN 00291951, 15025292",0.297,Q2,29,38,85,1583,70,77,0.61,41.66,United Kingdom,"Geography, Planning and Development (Q2); Earth and Planetary Sciences (miscellaneous) (Q3)"
3408,Journal of Freshwater Ecology,journal,ISSN 02705060,0.297,Q3,29,47,164,1311,102,162,0.66,27.89,United Kingdom,"Aquatic Science (Q3); Ecology, Evolution, Behavior and Systematics (Q4)"
3409,Critical Inquiry in Language Studies,journal,ISSN 15427587,0.297,Q2,6,13,44,576,21,44,0.26,44.31,United Kingdom,Language and Linguistics (Q2); Education (Q3)
3410,Security and Communication Networks,journal,"ISSN 19390114, 19390122",0.297,Q3,19,229,385,7066,404,369,1.2,30.86,United Kingdom,Computer Networks and Communications (Q3); Information Systems (Q3)
3411,International Journal of Clinical Rheumatology,journal,"ISSN 17584272, 17584280",0.297,Q3,12,56,205,3353,107,187,0.51,59.88,United Kingdom,Rheumatology (Q3)
3412,Round Table,journal,ISSN 00358533,0.297,Q2,16,67,157,1043,50,132,0.37,15.57,United Kingdom,"Geography, Planning and Development (Q2)"
3413,Bulletin of Latin American Research,journal,"ISSN 14709856, 02613050",0.296,Q2,26,25,113,1112,61,94,0.28,44.48,United Kingdom,"Geography, Planning and Development (Q2); Development (Q3)"
3414,Democracy and Security,journal,ISSN 17419166,0.296,Q2,7,14,61,1333,28,57,0.55,95.21,United Kingdom,Political Science and International Relations (Q2); Safety Research (Q2); Sociology and Political Science (Q2)
3415,ATLA Alternatives to Laboratory Animals,journal,ISSN 02611929,0.296,Q2,50,66,210,1399,169,158,1.05,21.2,United Kingdom,"Medical Laboratory Technology (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Toxicology (Q3)"
3416,International Trade Journal,journal,"ISSN 08853908, 15210545",0.296,Q2,11,24,73,744,22,57,0.24,31,United Kingdom,"Business and International Management (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2)"
3417,Fire Safety Science,conference and proceeding,ISSN 18174299,0.296,-,18,112,115,2552,68,114,0,22.79,United Kingdom,"Building and Construction; Safety, Risk, Reliability and Quality"
3418,Review of Communication,journal,ISSN 15358593,0.296,Q2,8,20,71,1017,33,58,0.53,50.85,United Kingdom,Communication (Q2)
3419,Ecology of Food and Nutrition,journal,"ISSN 15435237, 03670244",0.296,Q2,25,38,89,1706,92,88,0.93,44.89,United Kingdom,Medicine (miscellaneous) (Q2); Ecology (Q3); Food Science (Q3)
3420,Aeronautical Journal,journal,ISSN 00019240,0.296,Q2,33,66,193,1932,184,191,0.92,29.27,United Kingdom,Aerospace Engineering (Q2)
3421,Asia Pacific Journal of Anthropology,journal,ISSN 14442213,0.296,Q1,11,34,95,1134,45,88,0.5,33.35,United Kingdom,Cultural Studies (Q1); Anthropology (Q2)
3422,Computer Law and Security Review,journal,ISSN 02673649,0.295,Q2,19,97,243,3556,198,213,0.99,36.66,United Kingdom,"Business, Management and Accounting (miscellaneous) (Q2); Law (Q2); Computer Networks and Communications (Q3)"
3423,Journal of Analytical Psychology,journal,ISSN 00218774,0.295,Q3,17,48,137,976,35,120,0.32,20.33,United Kingdom,Clinical Psychology (Q3)
3424,Social Policy and Society,journal,ISSN 14747464,0.295,Q2,8,66,49,2724,39,47,0.83,41.27,United Kingdom,Sociology and Political Science (Q2)
3425,Paper Technology,journal,ISSN 09586024,0.295,Q1,13,10,51,27,2,51,0.03,2.7,United Kingdom,Media Technology (Q1); Chemical Engineering (miscellaneous) (Q3); Materials Science (miscellaneous) (Q3)
3426,Journal of Modelling in Management,journal,"ISSN 17465672, 17465664",0.295,Q2,16,20,68,808,41,56,0.76,40.4,United Kingdom,Strategy and Management (Q2); Management Science and Operations Research (Q3)
3427,Asian Population Studies,journal,"ISSN 17441730, 17441749",0.295,Q2,12,31,58,718,42,54,0.83,23.16,United Kingdom,Demography (Q2)
3428,Autonomic and Autacoid Pharmacology,journal,ISSN 14748665,0.295,Q3,30,2,22,56,14,22,0.57,28,United Kingdom,Pharmacology (Q3)
3429,Asia Pacific Business Review,journal,ISSN 13602381,0.295,Q2,24,35,107,1847,94,98,0.97,52.77,United Kingdom,Business and International Management (Q2)
3430,History of the Family,journal,ISSN 1081602X,0.295,Q1,17,34,92,1650,40,83,0.31,48.53,United Kingdom,History (Q1); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)
3431,Structural Engineer,journal,ISSN 14665123,0.294,Q1,24,55,387,404,57,203,0.23,7.35,United Kingdom,Architecture (Q1); Building and Construction (Q3); Civil and Structural Engineering (Q3)
3432,Case Studies in Thermal Engineering,journal,ISSN 2214157X,0.294,Q2,13,47,8,846,9,8,1.13,18,United Kingdom,Engineering (miscellaneous) (Q2); Fluid Flow and Transfer Processes (Q2)
3433,Chemical Modelling,book serie,"ISSN 14720965, 05848555",0.294,Q3,3,0,6,0,3,5,0,0,United Kingdom,Chemistry (miscellaneous) (Q3)
3434,Clinical and Translational Allergy,journal,ISSN 20457022,0.294,Q3,9,42,84,1775,43,82,0.66,42.26,United Kingdom,Immunology and Allergy (Q3)
3435,Energy and Environment,journal,ISSN 0958305X,0.293,Q2,22,68,197,1500,91,178,0.62,22.06,United Kingdom,"Energy Engineering and Power Technology (Q2); Energy (miscellaneous) (Q2); Environmental Engineering (Q3); Renewable Energy, Sustainability and the Environment (Q3)"
3436,Electronic Government,journal,"ISSN 17407508, 17407494",0.293,Q2,25,6,66,238,47,66,0.63,39.67,United Kingdom,E-learning (Q2); Computer Science Applications (Q3); Public Administration (Q3)
3437,Howard Journal of Communications,journal,ISSN 10646175,0.293,Q2,16,24,61,1240,36,60,0.72,51.67,United Kingdom,Communication (Q2); Strategy and Management (Q2)
3438,Journal of Accounting Education,journal,ISSN 07485751,0.293,Q3,26,28,67,954,48,64,0.69,34.07,United Kingdom,Accounting (Q3); Education (Q3)
3439,Javnost,journal,ISSN 13183222,0.293,Q2,22,36,81,1424,60,80,0.83,39.56,United Kingdom,Communication (Q2)
3440,Journal of Property Investment and Finance,journal,ISSN 1463578X,0.292,Q2,20,36,135,1195,63,131,0.47,33.19,United Kingdom,"Business, Management and Accounting (miscellaneous) (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Finance (Q3)"
3441,International Journal of Wireless and Mobile Computing,journal,"ISSN 17411084, 17411092",0.292,Q2,14,66,118,1457,143,118,1.15,22.08,United Kingdom,Computer Science (miscellaneous) (Q2); Electrical and Electronic Engineering (Q2)
3442,Australian Journal of Guidance and Counselling,journal,ISSN 10372911,0.292,Q3,13,21,58,857,37,52,0.35,40.81,United Kingdom,Developmental and Educational Psychology (Q3); Education (Q3); Social Psychology (Q3); Social Work (Q3)
3443,Applied Financial Economics,journal,"ISSN 09603107, 14664305",0.292,Q3,42,120,442,4318,209,440,0.48,35.98,United Kingdom,Economics and Econometrics (Q3); Finance (Q3)
3444,Australian Social Work,journal,ISSN 0312407X,0.292,Q2,18,45,130,1628,117,113,0.88,36.18,United Kingdom,Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2); Health (social science) (Q3); Social Work (Q3)
3445,Behaviour Change,journal,ISSN 08134839,0.292,Q3,30,24,49,1015,38,49,0.76,42.29,United Kingdom,Clinical Psychology (Q3); Experimental and Cognitive Psychology (Q4)
3446,International Journal of Product Development,journal,"ISSN 14779056, 17418178",0.292,Q2,19,22,100,832,101,97,1,37.82,United Kingdom,Business and International Management (Q2); Strategy and Management (Q2); Economics and Econometrics (Q3); Management of Technology and Innovation (Q3)
3447,Israel Journal of Ecology and Evolution,journal,"ISSN 15659801, 22244662",0.291,Q3,26,14,71,666,41,64,0.57,47.57,United Kingdom,"Animal Science and Zoology (Q3); Ecology, Evolution, Behavior and Systematics (Q4)"
3448,Annual Reports on the Progress of Chemistry - Section A,journal,"ISSN 02601818, 14604760",0.291,Q3,15,0,103,0,65,100,0.73,0,United Kingdom,Chemistry (miscellaneous) (Q3)
3449,Translation Studies,journal,"ISSN 17512921, 14781700",0.291,Q2,7,31,84,818,45,63,0.84,26.39,United Kingdom,Language and Linguistics (Q2)
3450,African Development Review,journal,"ISSN 10176772, 14678268",0.291,Q3,20,53,108,2290,110,105,0.71,43.21,United Kingdom,Development (Q3)
3451,International Journal of Manufacturing Research,journal,"ISSN 17500591, 17500605",0.291,Q2,15,24,72,719,60,72,0.81,29.96,United Kingdom,Industrial and Manufacturing Engineering (Q2); Computer Science Applications (Q3); Control and Systems Engineering (Q3); Modeling and Simulation (Q3)
3452,Research in the Sociology of Work,book serie,ISSN 02772833,0.291,Q2,13,8,38,544,11,37,0.38,68,United Kingdom,Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)
3453,Practice (UK),journal,"ISSN 17424909, 09503153",0.291,Q2,9,24,73,637,31,57,0.43,26.54,United Kingdom,Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)
3454,COMPEL - The International Journal for Computation and Mathematics in Electrical and Electronic Engineering,journal,ISSN 03321649,0.29,Q2,24,147,437,2672,281,428,0.71,18.18,United Kingdom,Electrical and Electronic Engineering (Q2); Computer Science Applications (Q3); Applied Mathematics (Q4); Computational Theory and Mathematics (Q4)
3455,International Journal of Lifelong Education,journal,"ISSN 1464519X, 02601370",0.29,Q3,24,50,147,2012,88,129,0.67,40.24,United Kingdom,Education (Q3); E-learning (Q3); Life-span and Life-course Studies (Q3)
3456,London Review of Education,journal,ISSN 14748460,0.29,Q3,14,22,73,654,53,63,0.5,29.73,United Kingdom,Education (Q3)
3457,Arts and Humanities in Higher Education,journal,ISSN 14740222,0.29,Q1,18,51,93,770,57,84,0.77,15.1,United Kingdom,Visual Arts and Performing Arts (Q1); Education (Q3)
3458,Journal of the History of Medicine and Allied Sciences,journal,"ISSN 14684373, 00225045",0.29,Q1,22,25,54,2570,42,52,0.81,102.8,United Kingdom,History (Q1); Geriatrics and Gerontology (Q3)
3459,Carbohydrate Chemistry,book serie,"ISSN 14651963, 2041353X",0.29,Q3,7,29,43,2824,45,40,0.89,97.38,United Kingdom,Organic Chemistry (Q3); Biochemistry (Q4)
3460,Journal of Medical Case Reports,journal,ISSN 17521947,0.29,Q2,22,496,1323,6772,1145,1291,0.82,13.65,United Kingdom,Medicine (miscellaneous) (Q2)
3461,Science and Global Security,journal,"ISSN 15477800, 08929882",0.29,Q2,11,12,36,476,23,25,1.14,39.67,United Kingdom,Engineering (miscellaneous) (Q2)
3462,Research on Professional Responsibility and Ethics in Accounting,book serie,ISSN 15740765,0.289,Q3,5,8,26,431,13,26,0.28,53.88,United Kingdom,Accounting (Q3); Psychology (miscellaneous) (Q3)
3463,Journal of Organizational Ethnography,journal,"ISSN 20466749, 20466757",0.289,Q1,8,16,30,901,34,29,1.17,56.31,United Kingdom,Cultural Studies (Q1); Anthropology (Q2); Strategy and Management (Q2); Organizational Behavior and Human Resource Management (Q3)
3464,International Journal of Nanotechnology,journal,ISSN 14757435,0.289,Q2,29,132,239,2691,166,233,0.67,20.39,United Kingdom,Electrical and Electronic Engineering (Q2); Bioengineering (Q3); Condensed Matter Physics (Q3); Materials Chemistry (Q3); Nanoscience and Nanotechnology (Q3)
3465,Ambix,journal,ISSN 00026980,0.289,Q2,8,28,45,1533,17,40,0.46,54.75,United Kingdom,History and Philosophy of Science (Q2); Chemistry (miscellaneous) (Q3)
3466,Glass Technology: European Journal of Glass Science and Technology Part A,journal,"ISSN 17533546, 00171050, 17533554",0.289,Q2,14,18,86,417,42,86,0.44,23.17,United Kingdom,Ceramics and Composites (Q2); Materials Chemistry (Q3)
3467,Adsorption Science and Technology,journal,ISSN 02636174,0.289,Q3,30,64,212,2197,161,208,0.7,34.33,United Kingdom,Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Surfaces and Interfaces (Q3)
3468,South East Asia Research,journal,ISSN 0967828X,0.289,Q2,14,31,91,1524,59,89,0.75,49.16,United Kingdom,"Geography, Planning and Development (Q2); Political Science and International Relations (Q2); Development (Q3)"
3469,Review of Political Economy,journal,"ISSN 14653982, 09538259",0.288,Q2,21,42,105,1619,53,99,0.44,38.55,United Kingdom,"Economics, Econometrics and Finance (miscellaneous) (Q2); Political Science and International Relations (Q2)"
3470,Journal of Mathematical Sociology,journal,ISSN 0022250X,0.288,Q2,25,15,33,591,40,31,0.35,39.4,United Kingdom,Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2); Algebra and Number Theory (Q4)
3471,Reviews in Clinical Gerontology,journal,"ISSN 14699036, 09592598",0.287,Q3,24,26,83,2514,65,83,0.8,96.69,United Kingdom,Geriatrics and Gerontology (Q3); Gerontology (Q3)
3472,International Journal of Flow Control,journal,ISSN 17568250,0.287,Q2,10,15,31,345,36,31,0.72,23,United Kingdom,Automotive Engineering (Q2); Aerospace Engineering (Q3); Fluid Flow and Transfer Processes (Q3)
3473,Child Care in Practice,journal,ISSN 13575279,0.287,Q2,11,30,80,1083,49,69,0.72,36.1,United Kingdom,"Community and Home Care (Q2); Developmental and Educational Psychology (Q3); Education (Q3); Health (social science) (Q3); Pediatrics (Q3); Pediatrics, Perinatology and Child Health (Q3)"
3474,"Proceedings of the Institution of Mechanical Engineers, Part E: Journal of Process Mechanical Engineering",journal,ISSN 09544089,0.287,Q2,22,39,85,1002,64,83,0.72,25.69,United Kingdom,Industrial and Manufacturing Engineering (Q2); Mechanical Engineering (Q3)
3475,Building Acoustics,journal,ISSN 1351010X,0.286,Q3,19,27,72,344,37,68,0.65,12.74,United Kingdom,Acoustics and Ultrasonics (Q3); Building and Construction (Q3); Mechanical Engineering (Q3)
3476,Intercultural Education,journal,"ISSN 14698439, 14675986",0.286,Q1,10,44,146,1591,94,138,0.58,36.16,United Kingdom,Cultural Studies (Q1); Education (Q3)
3477,International Journal of Business Excellence,journal,"ISSN 17560055, 17560047",0.286,Q2,13,37,114,2077,100,114,0.87,56.14,United Kingdom,Business and International Management (Q2); Strategy and Management (Q3)
3478,Journal of Biomedical Discovery and Collaboration,journal,ISSN 17475333,0.285,Q2,14,0,4,0,6,4,0,0,United Kingdom,History and Philosophy of Science (Q2); Computer Science Applications (Q3); Health Informatics (Q3)
3479,New Zealand Journal of Botany,journal,ISSN 0028825X,0.285,Q3,33,38,96,1762,63,89,0.75,46.37,United Kingdom,"Plant Science (Q3); Ecology, Evolution, Behavior and Systematics (Q4)"
3480,Proceedings of the Institution of Civil Engineers: Municipal Engineer,journal,ISSN 09650903,0.285,Q3,16,26,101,487,41,88,0.41,18.73,United Kingdom,Civil and Structural Engineering (Q3)
3481,South African Historical Journal,journal,ISSN 02582473,0.285,Q1,10,37,99,2678,42,96,0.56,72.38,United Kingdom,History (Q1)
3482,International Journal of Grid and Utility Computing,journal,"ISSN 17418488, 1741847X",0.285,Q3,11,27,83,649,72,83,0.75,24.04,United Kingdom,Computer Science Applications (Q3); Management Information Systems (Q3); Applied Mathematics (Q4)
3483,Zoology in the Middle East,journal,ISSN 09397140,0.284,Q3,16,56,223,1058,102,220,0.41,18.89,United Kingdom,Animal Science and Zoology (Q3)
3484,Somatosensory and Motor Research,journal,"ISSN 08990220, 13691651",0.284,Q4,41,30,50,1091,31,50,0.56,36.37,United Kingdom,Physiology (Q4); Sensory Systems (Q4)
3485,Business History Review,journal,ISSN 00076805,0.284,Q1,22,29,75,1595,66,62,0.85,55,United Kingdom,"History (Q1); Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2)"
3486,Journal of Emerging Market Finance,journal,ISSN 09726527,0.284,Q3,7,12,33,483,16,33,0.43,40.25,United Kingdom,Economics and Econometrics (Q3); Finance (Q3)
3487,Education for Primary Care,journal,"ISSN 1475990X, 14739879",0.284,Q3,15,87,322,1126,120,270,0.5,12.94,United Kingdom,"Public Health, Environmental and Occupational Health (Q3)"
3488,Annals of Anthropological Practice,book serie,ISSN 2153957X,0.284,Q2,7,21,69,898,26,65,0.2,42.76,United Kingdom,Anthropology (Q2)
3489,Feminist Review,journal,"ISSN 01417789, 14664380",0.283,Q2,34,30,92,750,52,82,0.37,25,United Kingdom,Arts and Humanities (miscellaneous) (Q2); Gender Studies (Q2)
3490,Advances in Accounting,book serie,"ISSN 10465715, 08826110",0.283,Q3,17,41,111,2425,84,106,0.8,59.15,United Kingdom,Accounting (Q3); Finance (Q3)
3491,Journal of Sulfur Chemistry,journal,ISSN 17415993,0.283,Q3,23,66,188,2858,168,182,0.89,43.3,United Kingdom,Chemistry (miscellaneous) (Q3)
3492,History of Science,journal,ISSN 00732753,0.283,Q1,22,20,57,2482,30,57,0.3,124.1,United Kingdom,History (Q1); History and Philosophy of Science (Q2)
3493,Journal for Specialists in Group Work,journal,ISSN 01933922,0.283,Q3,10,25,67,740,51,54,0.97,29.6,United Kingdom,Social Psychology (Q3); Developmental and Educational Psychology (Q4)
3494,Palestine Exploration Quarterly,journal,"ISSN 00310328, 17431301",0.283,Q1,7,25,61,903,18,50,0.24,36.12,United Kingdom,Archeology (Q1); Archeology (arts and humanities) (Q1); History (Q1); Religious Studies (Q1); Visual Arts and Performing Arts (Q1)
3495,Classical Quarterly,journal,"ISSN 00098388, 14716844",0.282,Q1,26,89,218,5012,51,213,0.23,56.31,United Kingdom,Classics (Q1); History (Q1); Literature and Literary Theory (Q1); Philosophy (Q1)
3496,Modern Intellectual History,journal,"ISSN 14792443, 14792451",0.282,Q1,9,42,109,2942,40,105,0.32,70.05,United Kingdom,Cultural Studies (Q1); History (Q1); Philosophy (Q2); Sociology and Political Science (Q2)
3497,Asian Review of Accounting,journal,ISSN 13217348,0.282,Q3,10,15,47,862,39,47,0.68,57.47,United Kingdom,Accounting (Q3); Finance (Q3)
3498,Library Hi Tech News,journal,ISSN 07419058,0.282,Q3,12,47,162,366,57,162,0.32,7.79,United Kingdom,Information Systems (Q3); Library and Information Sciences (Q3)
3499,Biological Agriculture and Horticulture,journal,ISSN 01448765,0.282,Q3,24,27,48,988,33,48,0.71,36.59,United Kingdom,Agronomy and Crop Science (Q3); Horticulture (Q3)
3500,Journal of Political Ideologies,journal,"ISSN 13569317, 14699613",0.282,Q2,24,17,53,1810,38,48,0.63,106.47,United Kingdom,"Geography, Planning and Development (Q2); Political Science and International Relations (Q2)"
3501,Physical Geography,journal,ISSN 02723646,0.281,Q3,33,32,90,1972,81,87,0.79,61.63,United Kingdom,Atmospheric Science (Q3); Earth and Planetary Sciences (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3)
3502,Innovation,journal,"ISSN 14698412, 13511610",0.281,Q2,25,28,91,1507,84,80,1.13,53.82,United Kingdom,"Geography, Planning and Development (Q2); Management of Technology and Innovation (Q3)"
3503,CNS oncology,journal,ISSN 20450915,0.281,Q2,8,47,73,0,37,57,0.65,0,United Kingdom,Medicine (miscellaneous) (Q2)
3504,Analyses of Social Issues and Public Policy,journal,ISSN 15297489,0.281,Q2,22,29,91,1437,63,74,0.76,49.55,United Kingdom,"Social Sciences (miscellaneous) (Q2); Management, Monitoring, Policy and Law (Q3)"
3505,Wounds UK,journal,ISSN 17466814,0.281,Q3,15,77,252,1121,117,210,0.34,14.56,United Kingdom,Dermatology (Q3)
3506,Foresight,journal,"ISSN 14659832, 14636689",0.28,Q2,23,33,113,1674,88,108,0.62,50.73,United Kingdom,"Economics, Econometrics and Finance (miscellaneous) (Q2); Management Science and Operations Research (Q3)"
3507,International Journal of Simulation and Process Modelling,journal,"ISSN 17402123, 17402131",0.28,Q3,15,27,67,869,60,65,0.92,32.19,United Kingdom,Computer Science Applications (Q3); Modeling and Simulation (Q3); Applied Mathematics (Q4)
3508,Journal of Leadership Studies,journal,"ISSN 19352611, 1935262X",0.28,Q3,6,27,113,748,31,96,0.28,27.7,United Kingdom,Education (Q3)
3509,Menopause international,journal,"ISSN 17540461, 17540453",0.28,Q3,22,0,115,0,114,90,1.18,0,United Kingdom,Obstetrics and Gynecology (Q3)
3510,Revista de Psicologia Social,journal,"ISSN 02134748, 15793680",0.28,Q3,10,26,88,1044,46,87,0.37,40.15,United Kingdom,Social Psychology (Q3)
3511,Journal of Slavic Military Studies,journal,ISSN 13518046,0.28,Q1,6,32,87,2287,26,83,0.18,71.47,United Kingdom,History (Q1); Political Science and International Relations (Q2)
3512,"Sports, Business and Management",journal,ISSN 20426798,0.28,Q2,8,21,59,1037,37,59,0.68,49.38,United Kingdom,"Business and International Management (Q2); Marketing (Q3); Strategy and Management (Q3); Tourism, Leisure and Hospitality Management (Q3)"
3513,Journal of Experimental Nanoscience,journal,"ISSN 17458099, 17458080",0.279,Q3,19,116,231,3009,174,219,0.75,25.94,United Kingdom,Bioengineering (Q3); Biomedical Engineering (Q3); Materials Science (miscellaneous) (Q3); Nanoscience and Nanotechnology (Q4)
3514,Electronic Journal of e-Learning,journal,ISSN 14794403,0.279,Q3,9,35,72,1028,69,69,1.05,29.37,United Kingdom,Computer Science Applications (Q3); Education (Q3); E-learning (Q3)
3515,Neuropsychoanalysis,journal,"ISSN 15294145, 20443978",0.279,Q3,17,17,70,683,44,61,0.6,40.18,United Kingdom,Neuroscience (miscellaneous) (Q3); Psychology (miscellaneous) (Q3)
3516,Ethics and Education,journal,"ISSN 17449650, 17449642",0.279,Q2,7,33,68,949,28,60,0.21,28.76,United Kingdom,Philosophy (Q2); Education (Q3)
3517,Social Semiotics,journal,"ISSN 14701219, 10350330",0.279,Q1,22,34,115,1194,72,108,0.67,35.12,United Kingdom,Cultural Studies (Q1); Communication (Q2); Language and Linguistics (Q2)
3518,Microscopy and Microanalysis,journal,"ISSN 14319276, 14358115",0.279,Q3,53,1358,1575,13178,913,1557,0.48,9.7,United Kingdom,Instrumentation (Q3)
3519,Journal of Corporate Law Studies,journal,"ISSN 14735970, 17578426",0.279,Q2,4,16,16,3056,10,9,1.11,191,United Kingdom,Law (Q2)
3520,Review of Accounting and Finance,journal,ISSN 14757702,0.279,Q3,9,20,60,878,35,59,0.54,43.9,United Kingdom,Accounting (Q3); Finance (Q3)
3521,JMM International Journal on Media Management,journal,ISSN 14241277,0.279,Q2,12,11,46,407,46,46,0.96,37,United Kingdom,Communication (Q2); Strategy and Management (Q3)
3522,Young Exceptional Children,journal,ISSN 10962506,0.279,Q3,10,22,63,417,31,59,0.38,18.95,United Kingdom,Education (Q3); Developmental and Educational Psychology (Q4)
3523,Journal of Multi-Criteria Decision Analysis,journal,"ISSN 10579214, 10991360",0.279,Q3,8,24,23,861,21,21,1,35.88,United Kingdom,Decision Sciences (miscellaneous) (Q3); Strategy and Management (Q3)
3524,Progress in Computational Fluid Dynamics,journal,"ISSN 14684349, 17415233",0.278,Q3,21,36,122,801,98,121,0.96,22.25,United Kingdom,Computer Science Applications (Q3); Condensed Matter Physics (Q3)
3525,International Journal of Technology and Globalisation,journal,"ISSN 17418194, 14765667",0.278,Q2,17,8,37,390,20,37,0.14,48.75,United Kingdom,"Political Science and International Relations (Q2); Economics and Econometrics (Q3); Management, Monitoring, Policy and Law (Q3)"
3526,Advance Journal of Food Science and Technology,journal,"ISSN 20424868, 20424876",0.278,Q2,14,234,432,4257,272,432,0.55,18.19,United Kingdom,Industrial and Manufacturing Engineering (Q2); Chemistry (miscellaneous) (Q3); Food Science (Q3)
3527,Migration Letters,journal,"ISSN 17418984, 17418992",0.278,Q2,5,20,70,656,31,70,0.43,32.8,United Kingdom,"Demography (Q2); Geography, Planning and Development (Q2)"
3528,Food and Agricultural Immunology,journal,"ISSN 14653443, 09540105",0.278,Q3,28,56,101,1453,86,101,0.91,25.95,United Kingdom,Agronomy and Crop Science (Q3); Food Science (Q3); Immunology (Q4)
3529,Legal Theory,journal,"ISSN 14698048, 13523252",0.278,Q2,6,13,41,1102,12,41,0.29,84.77,United Kingdom,Law (Q2); Philosophy (Q2)
3530,International Journal of Sensor Networks,journal,"ISSN 17481279, 17481287",0.278,Q3,25,44,125,1028,208,122,1.43,23.36,United Kingdom,Computer Networks and Communications (Q3); Computer Science Applications (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3)
3531,OCLC Systems and Services,journal,ISSN 1065075X,0.278,Q3,16,24,79,414,41,79,0.51,17.25,United Kingdom,Education (Q3); Information Systems (Q3); Library and Information Sciences (Q3)
3532,Journal of Negative Results in BioMedicine,journal,ISSN 14775751,0.277,Q2,18,19,50,507,55,46,1.1,26.68,United Kingdom,"Medicine (miscellaneous) (Q2); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3)"
3533,Studies in Gender and Sexuality,journal,ISSN 15240657,0.277,Q2,11,31,111,749,26,107,0.21,24.16,United Kingdom,Gender Studies (Q2)
3534,Chinese Management Studies,journal,ISSN 1750614X,0.276,Q2,14,37,109,2251,69,108,0.53,60.84,United Kingdom,"Business, Management and Accounting (miscellaneous) (Q2)"
3535,Civil Engineering and Environmental Systems,journal,ISSN 10286608,0.276,Q3,23,25,65,648,51,56,0.81,25.92,United Kingdom,Civil and Structural Engineering (Q3)
3536,World Patent Information,journal,ISSN 01722190,0.276,Q2,23,55,138,807,87,123,0.64,14.67,United Kingdom,"Energy Engineering and Power Technology (Q2); Bioengineering (Q3); Computer Science Applications (Q3); Fuel Technology (Q3); Library and Information Sciences (Q3); Process Chemistry and Technology (Q3); Renewable Energy, Sustainability and the Environment (Q3)"
