UKPRN,Institution,SortOrder,UnitOfAssessment,Profile,FourStar,ThreeStar,TwoStar,OneStar,Unclassified
10000291,Anglia Ruskin University,10,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,10,72,18,0,0
10000291,Anglia Ruskin University,10,"Psychology, Psychiatry and Neuroscience",Overall,7,45,30,18,0
10000291,Anglia Ruskin University,10,Biological Sciences,Overall,0,25,39,20,16
10000291,Anglia Ruskin University,10,General Engineering,Overall,0,34,60,6,0
10000291,Anglia Ruskin University,10,"Architecture, Built Environment and Planning",Overall,8,21,45,26,0
10000291,Anglia Ruskin University,10,"Geography, Environmental Studies and Archaeology",Overall,13,41,43,3,0
10000291,Anglia Ruskin University,10,Business and Management Studies,Overall,6,45,37,9,3
10000291,Anglia Ruskin University,10,Law,Overall,2,26,54,14,4
10000291,Anglia Ruskin University,10,Social Work and Social Policy,Overall,7,21,53,19,0
10000291,Anglia Ruskin University,10,Education,Overall,0,26,45,26,3
10000291,Anglia Ruskin University,10,English Language and Literature,Overall,8,37,45,10,0
10000291,Anglia Ruskin University,10,History,Overall,8,26,44,14,8
10000291,Anglia Ruskin University,10,"Art and Design: History, Practice and Theory",Overall,4,43,44,9,0
10000291,Anglia Ruskin University,10,"Music, Drama, Dance and Performing Arts",Overall,12,34,32,19,3
10000291,Anglia Ruskin University,10,"Communication, Cultural and Media Studies, Library and Information Management",Overall,12,46,42,0,0
10007759,Aston University,20,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,45,49,5,0,1
10007759,Aston University,20,Computer Science and Informatics,Overall,16,45,39,0,0
10007759,Aston University,20,"Electrical and Electronic Engineering, Metallurgy and Materials",Overall,16,55,28,1,0
10007759,Aston University,20,General Engineering,Overall,15,57,24,4,0
10007759,Aston University,20,Business and Management Studies,Overall,30,48,21,1,0
10007759,Aston University,20,Area Studies,Overall,27,54,19,0,0
10007759,Aston University,20,Modern Languages and Linguistics,Overall,24,38,32,6,0
10007850,University of Bath,30,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,51,40,8,1,0
10007850,University of Bath,30,Biological Sciences,Overall,23,62,14,0,1
10007850,University of Bath,30,Chemistry,Overall,25,73,2,0,0
10007850,University of Bath,30,Physics,Overall,25,66,9,0,0
10007850,University of Bath,30,Mathematical Sciences,Overall,26,62,10,2,0
10007850,University of Bath,30,Computer Science and Informatics,Overall,11,71,17,1,0
10007850,University of Bath,30,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Overall,19,70,11,0,0
10007850,University of Bath,30,"Electrical and Electronic Engineering, Metallurgy and Materials",Overall,13,78,9,0,0
10007850,University of Bath,30,"Architecture, Built Environment and Planning",Overall,50,40,8,2,0
10007850,University of Bath,30,Business and Management Studies,Overall,41,43,12,3,1
10007850,University of Bath,30,Social Work and Social Policy,Overall,46,34,18,1,1
10007850,University of Bath,30,"Sport and Exercise Sciences, Leisure and Tourism",Overall,47,43,10,0,0
10007850,University of Bath,30,Area Studies,Overall,23,45,23,8,1
10000571,Bath Spa University,40,Education,Overall,5,30,43,19,3
10000571,Bath Spa University,40,English Language and Literature,Overall,15,52,26,4,3
10000571,Bath Spa University,40,History,Overall,2,34,44,20,0
10000571,Bath Spa University,40,"Art and Design: History, Practice and Theory",Overall,12,35,44,8,1
10000571,Bath Spa University,40,"Music, Drama, Dance and Performing Arts",Overall,26,32,27,15,0
10000571,Bath Spa University,40,"Communication, Cultural and Media Studies, Library and Information Management",Overall,13,51,28,8,0
10007152,University of Bedfordshire,50,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,24,49,23,3,1
10007152,University of Bedfordshire,50,Earth Systems and Environmental Sciences,Overall,0,15,67,18,0
10007152,University of Bedfordshire,50,Computer Science and Informatics,Overall,5,33,52,10,0
10007152,University of Bedfordshire,50,Business and Management Studies,Overall,7,30,55,8,0
10007152,University of Bedfordshire,50,Law,Overall,0,25,44,24,7
10007152,University of Bedfordshire,50,Social Work and Social Policy,Overall,30,48,19,3,0
10007152,University of Bedfordshire,50,Education,Overall,12,25,40,23,0
10007152,University of Bedfordshire,50,"Sport and Exercise Sciences, Leisure and Tourism",Overall,9,32,51,7,1
10007152,University of Bedfordshire,50,English Language and Literature,Overall,45,33,22,0,0
10007152,University of Bedfordshire,50,"Music, Drama, Dance and Performing Arts",Overall,11,9,40,29,11
10007152,University of Bedfordshire,50,"Communication, Cultural and Media Studies, Library and Information Management",Overall,9,46,36,9,0
10007760,Birkbeck College,60,"Psychology, Psychiatry and Neuroscience",Overall,60,29,8,2,1
10007760,Birkbeck College,60,Biological Sciences,Overall,46,36,16,1,1
10007760,Birkbeck College,60,Earth Systems and Environmental Sciences,Overall,34,58,7,1,0
10007760,Birkbeck College,60,Computer Science and Informatics,Overall,21,47,20,12,0
10007760,Birkbeck College,60,Economics and Econometrics,Overall,7,52,36,4,1
10007760,Birkbeck College,60,Business and Management Studies,Overall,10,39,42,9,0
10007760,Birkbeck College,60,Law,Overall,24,49,26,1,0
10007760,Birkbeck College,60,Politics and International Studies,Overall,30,42,24,4,0
10007760,Birkbeck College,60,Sociology,Overall,22,49,28,1,0
10007760,Birkbeck College,60,Modern Languages and Linguistics,Overall,22,51,26,1,0
10007760,Birkbeck College,60,English Language and Literature,Overall,23,52,21,3,1
10007760,Birkbeck College,60,History,Overall,35,50,14,0,1
10007760,Birkbeck College,60,Philosophy,Overall,32,41,27,0,0
10007760,Birkbeck College,60,"Art and Design: History, Practice and Theory",Overall,24,47,25,4,0
10006840,University of Birmingham,70,Clinical Medicine,Overall,27,53,18,1,1
10006840,University of Birmingham,70,"Public Health, Health Services and Primary Care",Overall,30,54,14,2,0
10006840,University of Birmingham,70,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,30,69,1,0,0
10006840,University of Birmingham,70,"Psychology, Psychiatry and Neuroscience",Overall,52,37,11,0,0
10006840,University of Birmingham,70,Biological Sciences,Overall,32,59,7,1,1
10006840,University of Birmingham,70,Earth Systems and Environmental Sciences,Overall,13,80,7,0,0
10006840,University of Birmingham,70,Chemistry,Overall,11,79,10,0,0
10006840,University of Birmingham,70,Physics,Overall,23,61,14,2,0
10006840,University of Birmingham,70,Mathematical Sciences,Overall,15,65,16,0,4
10006840,University of Birmingham,70,Computer Science and Informatics,Overall,29,57,13,0,1
10006840,University of Birmingham,70,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Overall,14,71,15,0,0
10006840,University of Birmingham,70,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Overall,27,60,13,0,0
10006840,University of Birmingham,70,"Electrical and Electronic Engineering, Metallurgy and Materials",Overall,14,72,12,1,1
10006840,University of Birmingham,70,"Electrical and Electronic Engineering, Metallurgy and Materials",Overall,31,55,9,4,1
10006840,University of Birmingham,70,Civil and Construction Engineering,Overall,7,59,30,4,0
10006840,University of Birmingham,70,"Geography, Environmental Studies and Archaeology",Overall,30,46,22,2,0
10006840,University of Birmingham,70,Economics and Econometrics,Overall,10,59,30,1,0
10006840,University of Birmingham,70,Business and Management Studies,Overall,21,47,27,5,0
10006840,University of Birmingham,70,Law,Overall,29,43,24,4,0
10006840,University of Birmingham,70,Politics and International Studies,Overall,24,39,28,9,0
10006840,University of Birmingham,70,Social Work and Social Policy,Overall,23,53,21,2,1
10006840,University of Birmingham,70,Education,Overall,47,35,15,3,0
10006840,University of Birmingham,70,"Sport and Exercise Sciences, Leisure and Tourism",Overall,55,35,9,1,0
10006840,University of Birmingham,70,Area Studies,Overall,44,49,7,0,0
10006840,University of Birmingham,70,Modern Languages and Linguistics,Overall,16,59,24,1,0
10006840,University of Birmingham,70,English Language and Literature,Overall,34,53,11,2,0
10006840,University of Birmingham,70,History,Overall,45,42,13,0,0
10006840,University of Birmingham,70,Classics,Overall,38,43,18,1,0
10006840,University of Birmingham,70,Philosophy,Overall,49,34,15,2,0
10006840,University of Birmingham,70,Theology and Religious Studies,Overall,51,28,17,4,0
10006840,University of Birmingham,70,"Art and Design: History, Practice and Theory",Overall,33,49,15,3,0
10006840,University of Birmingham,70,"Music, Drama, Dance and Performing Arts",Overall,38,50,12,0,0
10006840,University of Birmingham,70,"Music, Drama, Dance and Performing Arts",Overall,30,39,24,4,3
10007140,Birmingham City University,80,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,5,58,28,5,4
10007140,Birmingham City University,80,Computer Science and Informatics,Overall,8,26,36,22,8
10007140,Birmingham City University,80,"Architecture, Built Environment and Planning",Overall,14,42,40,4,0
10007140,Birmingham City University,80,Business and Management Studies,Overall,14,29,42,15,0
10007140,Birmingham City University,80,Law,Overall,0,37,51,12,0
10007140,Birmingham City University,80,Social Work and Social Policy,Overall,0,30,44,24,2
10007140,Birmingham City University,80,Education,Overall,11,28,49,12,0
10007140,Birmingham City University,80,English Language and Literature,Overall,25,52,20,3,0
10007140,Birmingham City University,80,"Art and Design: History, Practice and Theory",Overall,26,43,25,5,1
10007140,Birmingham City University,80,"Music, Drama, Dance and Performing Arts",Overall,20,49,27,4,0
10007140,Birmingham City University,80,"Communication, Cultural and Media Studies, Library and Information Management",Overall,9,58,22,11,0
10007811,Bishop Grosseteste University,100,Education,Overall,6,22,35,33,4
10007811,Bishop Grosseteste University,100,English Language and Literature,Overall,8,16,59,14,3
10007811,Bishop Grosseteste University,100,History,Overall,6,10,58,23,3
10006841,University of Bolton,110,"Psychology, Psychiatry and Neuroscience",Overall,3,24,54,17,2
10006841,University of Bolton,110,General Engineering,Overall,6,48,46,0,0
10006841,University of Bolton,110,"Architecture, Built Environment and Planning",Overall,3,11,23,47,16
10006841,University of Bolton,110,Social Work and Social Policy,Overall,0,8,33,38,21
10006841,University of Bolton,110,Education,Overall,2,25,54,13,6
10006841,University of Bolton,110,English Language and Literature,Overall,21,19,41,18,1
10006841,University of Bolton,110,"Communication, Cultural and Media Studies, Library and Information Management",Overall,2,13,25,47,13
10000385,Arts University Bournemouth,120,"Art and Design: History, Practice and Theory",Overall,7,36,38,18,1
10000824,Bournemouth University,130,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,10,44,40,4,2
10000824,Bournemouth University,130,"Psychology, Psychiatry and Neuroscience",Overall,7,48,37,8,0
10000824,Bournemouth University,130,General Engineering,Overall,0,37,57,6,0
10000824,Bournemouth University,130,"Geography, Environmental Studies and Archaeology",Overall,10,47,41,2,0
10000824,Bournemouth University,130,Business and Management Studies,Overall,16,40,37,7,0
10000824,Bournemouth University,130,"Sport and Exercise Sciences, Leisure and Tourism",Overall,29,55,16,0,0
10000824,Bournemouth University,130,"Art and Design: History, Practice and Theory",Overall,32,41,22,5,0
10000824,Bournemouth University,130,"Communication, Cultural and Media Studies, Library and Information Management",Overall,36,40,22,2,0
10007785,University of Bradford,140,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,30,62,8,0,0
10007785,University of Bradford,140,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Overall,9,54,35,1,1
10007785,University of Bradford,140,Civil and Construction Engineering,Overall,14,47,28,3,8
10007785,University of Bradford,140,"Geography, Environmental Studies and Archaeology",Overall,34,36,30,0,0
10007785,University of Bradford,140,Business and Management Studies,Overall,21,44,32,3,0
10007785,University of Bradford,140,Politics and International Studies,Overall,22,42,22,13,1
10007785,University of Bradford,140,Social Work and Social Policy,Overall,25,39,33,3,0
10000886,University of Brighton,160,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,38,44,16,1,1
10000886,University of Brighton,160,Earth Systems and Environmental Sciences,Overall,4,54,39,3,0
10000886,University of Brighton,160,Computer Science and Informatics,Overall,6,46,42,6,0
10000886,University of Brighton,160,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Overall,7,60,26,7,0
10000886,University of Brighton,160,Business and Management Studies,Overall,28,37,27,7,1
10000886,University of Brighton,160,Social Work and Social Policy,Overall,15,43,31,9,2
10000886,University of Brighton,160,Education,Overall,9,36,48,7,0
10000886,University of Brighton,160,"Sport and Exercise Sciences, Leisure and Tourism",Overall,23,55,21,1,0
10000886,University of Brighton,160,"Art and Design: History, Practice and Theory",Overall,30,41,24,4,1
10000886,University of Brighton,160,"Communication, Cultural and Media Studies, Library and Information Management",Overall,27,41,27,5,0
10007786,University of Bristol,170,Clinical Medicine,Overall,31,48,20,1,0
10007786,University of Bristol,170,"Public Health, Health Services and Primary Care",Overall,50,36,12,2,0
10007786,University of Bristol,170,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,43,37,18,1,1
10007786,University of Bristol,170,"Psychology, Psychiatry and Neuroscience",Overall,43,37,18,1,1
10007786,University of Bristol,170,Biological Sciences,Overall,33,51,15,0,1
10007786,University of Bristol,170,"Agriculture, Veterinary and Food Science",Overall,35,53,11,0,1
10007786,University of Bristol,170,Earth Systems and Environmental Sciences,Overall,36,62,2,0,0
10007786,University of Bristol,170,Chemistry,Overall,39,57,4,0,0
10007786,University of Bristol,170,Physics,Overall,23,62,15,0,0
10007786,University of Bristol,170,Mathematical Sciences,Overall,43,44,12,1,0
10007786,University of Bristol,170,Computer Science and Informatics,Overall,31,56,12,1,0
10007786,University of Bristol,170,General Engineering,Overall,38,55,6,1,0
10007786,University of Bristol,170,"Geography, Environmental Studies and Archaeology",Overall,51,33,14,2,0
10007786,University of Bristol,170,"Geography, Environmental Studies and Archaeology",Overall,4,24,57,15,0
10007786,University of Bristol,170,Economics and Econometrics,Overall,44,44,12,0,0
10007786,University of Bristol,170,Business and Management Studies,Overall,24,54,22,0,0
10007786,University of Bristol,170,Law,Overall,41,44,14,1,0
10007786,University of Bristol,170,Politics and International Studies,Overall,16,44,33,7,0
10007786,University of Bristol,170,Social Work and Social Policy,Overall,38,42,18,2,0
10007786,University of Bristol,170,Sociology,Overall,32,44,23,1,0
10007786,University of Bristol,170,Education,Overall,44,36,19,1,0
10007786,University of Bristol,170,"Sport and Exercise Sciences, Leisure and Tourism",Overall,58,42,0,0,0
10007786,University of Bristol,170,Modern Languages and Linguistics,Overall,29,38,26,7,0
10007786,University of Bristol,170,English Language and Literature,Overall,11,57,25,7,0
10007786,University of Bristol,170,History,Overall,25,48,24,3,0
10007786,University of Bristol,170,Classics,Overall,29,48,23,0,0
10007786,University of Bristol,170,Philosophy,Overall,31,51,17,1,0
10007786,University of Bristol,170,Theology and Religious Studies,Overall,21,45,32,2,0
10007786,University of Bristol,170,"Art and Design: History, Practice and Theory",Overall,11,52,35,2,0
10007786,University of Bristol,170,"Music, Drama, Dance and Performing Arts",Overall,34,50,15,1,0
10007786,University of Bristol,170,"Music, Drama, Dance and Performing Arts",Overall,35,39,26,0,0
10000961,Brunel University London,180,"Public Health, Health Services and Primary Care",Overall,20,49,22,6,3
10000961,Brunel University London,180,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,13,42,40,5,0
10000961,Brunel University London,180,"Psychology, Psychiatry and Neuroscience",Overall,20,39,34,7,0
10000961,Brunel University London,180,Earth Systems and Environmental Sciences,Overall,19,54,23,4,0
10000961,Brunel University London,180,Mathematical Sciences,Overall,11,54,30,5,0
10000961,Brunel University London,180,Computer Science and Informatics,Overall,17,48,27,8,0
10000961,Brunel University London,180,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Overall,6,63,28,3,0
10000961,Brunel University London,180,General Engineering,Overall,11,58,24,4,3
10000961,Brunel University London,180,Economics and Econometrics,Overall,1,30,57,12,0
10000961,Brunel University London,180,Business and Management Studies,Overall,12,41,36,10,1
10000961,Brunel University London,180,Law,Overall,6,45,45,4,0
10000961,Brunel University London,180,Politics and International Studies,Overall,19,45,32,4,0
10000961,Brunel University London,180,Social Work and Social Policy,Overall,26,39,27,7,1
10000961,Brunel University London,180,Sociology,Overall,9,51,40,0,0
10000961,Brunel University London,180,Anthropology and Development Studies,Overall,18,34,40,8,0
10000961,Brunel University London,180,Education,Overall,13,47,33,7,0
10000961,Brunel University London,180,"Sport and Exercise Sciences, Leisure and Tourism",Overall,38,45,13,3,1
10000961,Brunel University London,180,English Language and Literature,Overall,16,48,17,13,6
10000961,Brunel University London,180,"Art and Design: History, Practice and Theory",Overall,27,40,29,4,0
10000961,Brunel University London,180,"Music, Drama, Dance and Performing Arts",Overall,25,37,29,6,3
10000961,Brunel University London,180,"Communication, Cultural and Media Studies, Library and Information Management",Overall,12,33,34,20,1
10000975,Buckinghamshire New University,200,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,2,26,44,22,6
10000975,Buckinghamshire New University,200,Business and Management Studies,Overall,8,33,53,6,0
10000975,Buckinghamshire New University,200,"Sport and Exercise Sciences, Leisure and Tourism",Overall,0,14,52,26,8
10000975,Buckinghamshire New University,200,"Art and Design: History, Practice and Theory",Overall,14,42,31,11,2
10007788,University of Cambridge,220,Clinical Medicine,Overall,58,29,12,0,1
10007788,University of Cambridge,220,"Public Health, Health Services and Primary Care",Overall,50,43,6,0,1
10007788,University of Cambridge,220,"Psychology, Psychiatry and Neuroscience",Overall,58,35,7,0,0
10007788,University of Cambridge,220,Biological Sciences,Overall,52,35,12,0,1
10007788,University of Cambridge,220,"Agriculture, Veterinary and Food Science",Overall,40,40,18,2,0
10007788,University of Cambridge,220,Earth Systems and Environmental Sciences,Overall,40,54,6,0,0
10007788,University of Cambridge,220,Chemistry,Overall,57,40,3,0,0
10007788,University of Cambridge,220,Physics,Overall,38,53,9,0,0
10007788,University of Cambridge,220,Mathematical Sciences,Overall,45,47,7,1,0
10007788,University of Cambridge,220,Computer Science and Informatics,Overall,48,41,10,1,0
10007788,University of Cambridge,220,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Overall,47,45,7,1,0
10007788,University of Cambridge,220,"Electrical and Electronic Engineering, Metallurgy and Materials",Overall,69,28,2,1,0
10007788,University of Cambridge,220,General Engineering,Overall,53,42,5,0,0
10007788,University of Cambridge,220,"Architecture, Built Environment and Planning",Overall,50,38,9,3,0
10007788,University of Cambridge,220,"Geography, Environmental Studies and Archaeology",Overall,35,41,20,4,0
10007788,University of Cambridge,220,"Geography, Environmental Studies and Archaeology",Overall,44,40,14,2,0
10007788,University of Cambridge,220,Economics and Econometrics,Overall,47,49,3,1,0
10007788,University of Cambridge,220,Business and Management Studies,Overall,60,29,8,1,2
10007788,University of Cambridge,220,Law,Overall,44,44,11,1,0
10007788,University of Cambridge,220,Politics and International Studies,Overall,32,40,25,2,1
10007788,University of Cambridge,220,Sociology,Overall,27,45,27,1,0
10007788,University of Cambridge,220,Anthropology and Development Studies,Overall,31,42,24,2,1
10007788,University of Cambridge,220,Education,Overall,54,24,20,2,0
10007788,University of Cambridge,220,Area Studies,Overall,30,45,23,1,1
10007788,University of Cambridge,220,Modern Languages and Linguistics,Overall,40,42,16,2,0
10007788,University of Cambridge,220,English Language and Literature,Overall,34,48,16,2,0
10007788,University of Cambridge,220,History,Overall,44,37,18,1,0
10007788,University of Cambridge,220,Classics,Overall,53,36,10,1,0
10007788,University of Cambridge,220,Philosophy,Overall,30,49,18,3,0
10007788,University of Cambridge,220,Philosophy,Overall,41,40,16,3,0
10007788,University of Cambridge,220,Theology and Religious Studies,Overall,34,46,19,0,1
10007788,University of Cambridge,220,"Music, Drama, Dance and Performing Arts",Overall,34,42,20,4,0
10003324,Institute of Cancer Research,230,Clinical Medicine,Overall,46,43,10,0,1
10003324,Institute of Cancer Research,230,Biological Sciences,Overall,58,39,3,0,0
10001143,Canterbury Christ Church University,240,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,6,46,46,2,0
10001143,Canterbury Christ Church University,240,"Agriculture, Veterinary and Food Science",Overall,2,31,48,17,2
10001143,Canterbury Christ Church University,240,Politics and International Studies,Overall,1,11,51,31,6
10001143,Canterbury Christ Church University,240,Education,Overall,5,50,32,13,0
10001143,Canterbury Christ Church University,240,"Sport and Exercise Sciences, Leisure and Tourism",Overall,17,49,26,8,0
10001143,Canterbury Christ Church University,240,English Language and Literature,Overall,5,40,46,9,0
10001143,Canterbury Christ Church University,240,History,Overall,5,55,38,2,0
10001143,Canterbury Christ Church University,240,Theology and Religious Studies,Overall,6,47,40,7,0
10001143,Canterbury Christ Church University,240,"Music, Drama, Dance and Performing Arts",Overall,15,29,40,12,4
10001143,Canterbury Christ Church University,240,"Communication, Cultural and Media Studies, Library and Information Management",Overall,5,31,52,11,1
10007141,University of Central Lancashire,250,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,11,48,35,5,1
10007141,University of Central Lancashire,250,"Psychology, Psychiatry and Neuroscience",Overall,13,42,41,4,0
10007141,University of Central Lancashire,250,Physics,Overall,6,53,35,6,0
10007141,University of Central Lancashire,250,"Electrical and Electronic Engineering, Metallurgy and Materials",Overall,2,38,56,2,2
10007141,University of Central Lancashire,250,General Engineering,Overall,3,61,32,4,0
10007141,University of Central Lancashire,250,"Architecture, Built Environment and Planning",Overall,3,28,60,7,2
10007141,University of Central Lancashire,250,"Geography, Environmental Studies and Archaeology",Overall,4,21,55,20,0
10007141,University of Central Lancashire,250,Business and Management Studies,Overall,10,31,48,11,0
10007141,University of Central Lancashire,250,Law,Overall,5,35,51,9,0
10007141,University of Central Lancashire,250,Social Work and Social Policy,Overall,7,50,37,6,0
10007141,University of Central Lancashire,250,"Sport and Exercise Sciences, Leisure and Tourism",Overall,5,38,46,8,3
10007141,University of Central Lancashire,250,Modern Languages and Linguistics,Overall,20,43,32,5,0
10007141,University of Central Lancashire,250,English Language and Literature,Overall,8,50,36,6,0
10007141,University of Central Lancashire,250,History,Overall,7,32,48,13,0
10007141,University of Central Lancashire,250,"Art and Design: History, Practice and Theory",Overall,8,28,47,17,0
10007141,University of Central Lancashire,250,"Communication, Cultural and Media Studies, Library and Information Management",Overall,20,47,25,8,0
10007848,University of Chester,280,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,3,38,45,13,1
10007848,University of Chester,280,"Psychology, Psychiatry and Neuroscience",Overall,9,28,43,20,0
10007848,University of Chester,280,Mathematical Sciences,Overall,2,16,66,16,0
10007848,University of Chester,280,Computer Science and Informatics,Overall,0,5,41,33,21
10007848,University of Chester,280,"Geography, Environmental Studies and Archaeology",Overall,7,11,28,41,13
10007848,University of Chester,280,"Geography, Environmental Studies and Archaeology",Overall,11,22,21,38,8
10007848,University of Chester,280,Business and Management Studies,Overall,3,3,42,52,0
10007848,University of Chester,280,Social Work and Social Policy,Overall,0,4,36,41,19
10007848,University of Chester,280,Education,Overall,11,18,42,25,4
10007848,University of Chester,280,"Sport and Exercise Sciences, Leisure and Tourism",Overall,1,34,56,8,1
10007848,University of Chester,280,Area Studies,Overall,9,25,35,27,4
10007848,University of Chester,280,English Language and Literature,Overall,10,31,38,21,0
10007848,University of Chester,280,History,Overall,3,32,62,3,0
10007848,University of Chester,280,Theology and Religious Studies,Overall,8,27,57,8,0
10007848,University of Chester,280,"Art and Design: History, Practice and Theory",Overall,14,33,46,7,0
10007848,University of Chester,280,"Music, Drama, Dance and Performing Arts",Overall,2,24,33,35,6
10007137,University of Chichester,290,"Psychology, Psychiatry and Neuroscience",Overall,0,31,50,19,0
10007137,University of Chichester,290,"Sport and Exercise Sciences, Leisure and Tourism",Overall,18,37,42,0,3
10007137,University of Chichester,290,English Language and Literature,Overall,11,45,35,9,0
10007137,University of Chichester,290,History,Overall,9,30,59,2,0
10007137,University of Chichester,290,"Music, Drama, Dance and Performing Arts",Overall,24,20,32,21,3
10001478,City University London,300,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,28,54,15,2,1
10001478,City University London,300,"Psychology, Psychiatry and Neuroscience",Overall,13,54,28,3,2
10001478,City University London,300,Mathematical Sciences,Overall,19,56,24,1,0
10001478,City University London,300,Computer Science and Informatics,Overall,15,47,36,2,0
10001478,City University London,300,General Engineering,Overall,9,70,19,1,1
10001478,City University London,300,Economics and Econometrics,Overall,15,41,25,11,8
10001478,City University London,300,Business and Management Studies,Overall,41,43,14,2,0
10001478,City University London,300,Law,Overall,14,51,31,4,0
10001478,City University London,300,Politics and International Studies,Overall,11,51,30,8,0
10001478,City University London,300,Sociology,Overall,15,59,23,3,0
10001478,City University London,300,"Music, Drama, Dance and Performing Arts",Overall,34,53,11,2,0
10001478,City University London,300,"Communication, Cultural and Media Studies, Library and Information Management",Overall,33,44,20,2,1
10007761,Courtauld Institute of Art,310,"Art and Design: History, Practice and Theory",Overall,56,39,4,0,1
10001726,Coventry University,320,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,20,74,6,0,0
10001726,Coventry University,320,"Psychology, Psychiatry and Neuroscience",Overall,18,39,37,6,0
10001726,Coventry University,320,Earth Systems and Environmental Sciences,Overall,8,44,43,5,0
10001726,Coventry University,320,Mathematical Sciences,Overall,7,74,19,0,0
10001726,Coventry University,320,Computer Science and Informatics,Overall,5,37,55,3,0
10001726,Coventry University,320,General Engineering,Overall,4,56,38,2,0
10001726,Coventry University,320,Business and Management Studies,Overall,13,39,33,15,0
10001726,Coventry University,320,Politics and International Studies,Overall,2,30,37,29,2
10001726,Coventry University,320,"Art and Design: History, Practice and Theory",Overall,31,40,25,4,0
10007822,Cranfield University,330,"Agriculture, Veterinary and Food Science",Overall,23,49,27,1,0
10007822,Cranfield University,330,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Overall,26,58,16,0,0
10007822,Cranfield University,330,Business and Management Studies,Overall,31,43,24,2,0
10006427,University for the Creative Arts,340,"Art and Design: History, Practice and Theory",Overall,17,47,29,5,2
10007842,University of Cumbria,360,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,7,42,45,6,0
10007842,University of Cumbria,360,"Geography, Environmental Studies and Archaeology",Overall,0,9,60,31,0
10007842,University of Cumbria,360,Business and Management Studies,Overall,12,30,43,11,4
10007842,University of Cumbria,360,Education,Overall,0,23,52,23,2
10007842,University of Cumbria,360,"Sport and Exercise Sciences, Leisure and Tourism",Overall,14,8,56,22,0
10007842,University of Cumbria,360,"Art and Design: History, Practice and Theory",Overall,8,44,29,19,0
10001883,De Montfort University,400,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,13,37,46,3,1
10001883,De Montfort University,400,Computer Science and Informatics,Overall,9,48,40,3,0
10001883,De Montfort University,400,General Engineering,Overall,1,35,57,6,1
10001883,De Montfort University,400,"Architecture, Built Environment and Planning",Overall,30,40,23,7,0
10001883,De Montfort University,400,Business and Management Studies,Overall,16,48,30,6,0
10001883,De Montfort University,400,Law,Overall,5,41,45,9,0
10001883,De Montfort University,400,Social Work and Social Policy,Overall,18,26,49,7,0
10001883,De Montfort University,400,English Language and Literature,Overall,22,49,21,7,1
10001883,De Montfort University,400,History,Overall,16,41,40,3,0
10001883,De Montfort University,400,"Art and Design: History, Practice and Theory",Overall,23,44,26,4,3
10001883,De Montfort University,400,"Music, Drama, Dance and Performing Arts",Overall,21,51,20,7,1
10001883,De Montfort University,400,"Communication, Cultural and Media Studies, Library and Information Management",Overall,36,48,14,2,0
10007851,University of Derby,410,"Psychology, Psychiatry and Neuroscience",Overall,10,26,53,11,0
10007851,University of Derby,410,Biological Sciences,Overall,0,9,50,30,11
10007851,University of Derby,410,Earth Systems and Environmental Sciences,Overall,0,25,40,35,0
10007851,University of Derby,410,Computer Science and Informatics,Overall,4,19,41,36,0
10007851,University of Derby,410,General Engineering,Overall,0,20,33,41,6
10007851,University of Derby,410,Business and Management Studies,Overall,2,15,61,18,4
10007851,University of Derby,410,Law,Overall,0,31,50,17,2
10007851,University of Derby,410,Education,Overall,9,22,47,19,3
10007851,University of Derby,410,"Art and Design: History, Practice and Theory",Overall,9,31,42,16,2
10007851,University of Derby,410,"Communication, Cultural and Media Studies, Library and Information Management",Overall,14,43,35,8,0
10007143,University of Durham,420,"Psychology, Psychiatry and Neuroscience",Overall,29,48,22,0,1
